Order_ID,Product_SKU, Order_Quantity ,Sales_Amount
4578,MH03-S-Black,2,£48.00
4579,WH07-XL-Gray,18,£522.00
4580,MH03-S-Blue,19,£817.00
4581,MSH05-33-Black,25,£1125.00
4582,MJ10-L-Black,24,£1440.00
4583,MS01-L-Yellow,27,£675.00
4584,WH07-XL-Purple,38,£1634.00
4585,MH09-XS-Green,46,£2070.00
4586,MH12-L-Blue,27,£1188.00
4587,WH03-S-Green,7,£210.00
4588,MS06-XL-Green,50,£700.00
4589,MP12-32-Red,34,£1224.00
4590,WH04-S-Purple,30,£1350.00
4591,MJ01-M-Yellow,2,£124.00
4592,MT04-S-Blue,38,£722.00
4593,MSH03-36-Blue,25,£925.00
4594,MH01-M-Black,30,£630.00
4595,MJ04-XL-Black,4,£248.00
4596,MT02-XL-Gray,2,£36.00
4597,MSH08-33-Black,7,£210.00
4598,MJ06-XL-Green,9,£522.00
4599,MP09-33-Red,20,£680.00
4600,MT01-XS-Orange,21,£399.00
4601,MP05-32-Blue,11,£396.00
4602,WH02-XS-Blue,40,£1480.00
4603,MJ07-L-Red,15,£750.00
4604,MT03-XL-Blue,18,£342.00
4605,WH08-XS-Purple,9,£180.00
4606,WB01-S-Pink,17,£238.00
4607,MJ08-XL-Blue,19,£1216.00
4608,WB05-XL-Black,9,£225.00
4609,MSH05-36-Gray,9,£270.00
4610,WB05-XS-Purple,13,£143.00
4611,MS06-S-Pink,5,£30.00
4612,MS07-M-White,2,£46.00
4613,MS06-M-Blue,19,£152.00
4614,MJ03-S-Red,21,£1281.00
4615,MH06-XL-Purple,24,£864.00
4616,MP01-32-Black,26,£780.00
4617,MS05-L-Black,31,£651.00
4618,MH11-L-Red,38,£1140.00
4619,MS05-S-Black,35,£420.00
4620,MP01-33-Purple,46,£2070.00
4621,MH01-XS-Gray,50,£1350.00
4622,MS03-XL-Gray,19,£323.00
4623,MH07-L-Black,1,£34.00
4624,MS08-M-Blue,44,£440.00
4625,MS08-L-Blue,8,£88.00
4626,WH03-S-Red,40,£840.00
4627,WB04-XL-Purple,19,£456.00
4628,MH11-M-White,2,£52.00
4629,WH09-L-Green,43,£1333.00
4630,MP03-33-Green,35,£1225.00
4631,WH03-S-Red,15,£480.00
4632,MS10-L-Blue,29,£464.00
4633,MJ08-M-Green,50,£2500.00
4634,MH01-S-Orange,4,£100.00
4635,MP01-34-Purple,31,£1519.00
4636,MT01-S-Red,23,£368.00
4637,MJ02-L-Green,50,£3150.00
4638,MP07-32-Blue,42,£1386.00
4639,MP07-34-Purple,41,£2009.00
4640,MJ01-L-Orange,49,£2597.00
4641,MJ06-M-Blue,34,£1870.00
4642,MP08-33-Red,15,£825.00
4643,MJ04-M-Black,36,£2016.00
4644,MT12-XS-Blue,38,£646.00
4645,MS02-XS-Black,44,£924.00
4646,MH08-M-Red,33,£1155.00
4647,MH08-XL-Brown,8,£184.00
4648,MT02-XS-Gray,12,£300.00
4649,MS11-XL-Green,16,£80.00
4650,MT01-L-Orange,26,£416.00
4651,MT09-XL-Blue,17,£425.00
4652,MT10-S-Yellow,27,£459.00
4653,WH05-M-Orange,4,£152.00
4654,MT02-XL-White,12,£300.00
4655,WH01-S-Orange,40,£1120.00
4656,MH02-S-Blue,41,£1353.00
4657,MJ12-S-Blue,33,£1716.00
4658,MH06-M-Black,38,£1026.00
4659,MP06-32-Pink,23,£1104.00
4660,MP12-32-Pink,45,£1890.00
4661,MSH04-33-Yellow,29,£986.00
4662,WB04-XL-Purple,47,£1175.00
4663,WB05-S-Purple,31,£496.00
4664,MJ01-XL-Red,31,£1891.00
4665,MJ02-M-Orange,23,£1357.00
4666,WB05-S-Orange,2,£60.00
4667,WB04-XL-Yellow,17,£408.00
4668,MH01-S-Black,27,£1107.00
4669,MP09-33-Blue,30,£1560.00
4670,MH05-XL-White,6,£150.00
4671,MT01-XS-Red,29,£609.00
4672,MT01-L-Orange,16,£368.00
4673,MT02-L-Gray,5,£105.00
4674,WB01-XS-Black,15,£330.00
4675,WB03-XS-Red,42,£924.00
4676,MS10-XL-Blue,47,£517.00
4677,MH03-M-Blue,26,£702.00
4678,MS09-S-Pink,23,£184.00
4679,WH05-S-Orange,12,£480.00
4680,MT07-L-Gray,20,£320.00
4681,MT09-XS-Blue,42,£714.00
4682,MSH08-34-Green,20,£660.00
4683,MP12-33-Black,10,£510.00
4684,MH13-XS-Lavender,6,£216.00
4685,MH04-XS-Green,32,£1376.00
4686,MP01-32-Black,36,£1260.00
4687,MT03-S-Red,50,£1250.00
4688,MS03-S-Pink,36,£828.00
4689,WH02-S-Blue,47,£1739.00
4690,MS05-XL-Blue,50,£700.00
4691,WB04-XL-Blue,3,£51.00
4692,MS10-S-Blue,37,£592.00
4693,MJ03-XS-Red,48,£2544.00
4694,MT04-M-Blue,44,£704.00
4695,WB01-S-Gray,20,£480.00
4696,MH08-XS-Purple,6,£192.00
4697,MJ02-XS-Red,18,£756.00
4698,MJ07-XL-Yellow,14,£784.00
4699,MH02-XL-Red,24,£576.00
4700,MH04-XL-Green,50,£1800.00
4701,MSH07-32-Purple,31,£868.00
4702,MS01-S-Yellow,4,£40.00
4703,MH01-S-Black,35,£1435.00
4704,MSH08-33-Blue,32,£832.00
4705,MP07-34-Black,42,£1890.00
4706,MJ11-XS-Red,2,£94.00
4707,WH06-M-Purple,12,£276.00
4708,MJ12-XL-Black,18,£864.00
4709,WB05-M-Purple,8,£80.00
4710,MT07-XS-Gray,50,£1050.00
4711,MS06-S-Yellow,14,£266.00
4712,MSH08-36-Black,21,£924.00
4713,MS03-XS-Orange,14,£168.00
4714,MJ04-XL-Purple,6,£390.00
4715,WB01-L-Black,47,£799.00
4716,MS05-M-Black,42,£840.00
4717,MP05-36-Blue,18,£702.00
4718,MP10-32-Blue,15,£615.00
4719,WB05-S-Purple,35,£455.00
4720,MH05-S-Green,43,£860.00
4721,MSH08-36-Black,31,£1147.00
4722,WH04-S-Purple,44,£1628.00
4723,MH07-S-Gray,50,£2100.00
4724,MH05-M-White,1,£21.00
4725,MH04-XL-Green,32,£1216.00
4726,MH02-M-Black,19,£456.00
4727,MP10-34-Blue,46,£2484.00
4728,MH06-M-Purple,46,£1564.00
4729,MH07-L-Gray,7,£308.00
4730,MSH06-33-Blue,29,£841.00
4731,MH03-S-Green,12,£336.00
4732,WB02-S-Yellow,37,£555.00
4733,MJ06-XS-Blue,7,£420.00
4734,MT02-S-Pink,33,£693.00
4735,MH08-S-Brown,6,£180.00
4736,MSH08-32-Pink,31,£1333.00
4737,MH01-XL-Orange,37,£1073.00
4738,MJ03-XL-Green,22,£1012.00
4739,MJ02-L-Orange,5,£230.00
4740,MP06-36-Green,13,£559.00
4741,MSH03-32-Black,21,£693.00
4742,WH01-L-Green,21,£441.00
4743,MH04-XS-Green,45,£1890.00
4744,WH09-L-Purple,26,£858.00
4745,MS08-L-Blue,2,£20.00
4746,WB02-S-Orange,22,£660.00
4747,MJ07-M-Red,20,£1280.00
4748,MSH10-32-Pink,44,£1672.00
4749,MSH09-33-Black,3,£129.00
4750,MH07-XL-Black,12,£432.00
4751,MS11-XS-Blue,35,£735.00
4752,MT02-XS-White,21,£525.00
4753,MJ01-S-Yellow,44,£1936.00
4754,MP11-33-Brown,18,£936.00
4755,WH09-L-Green,10,£410.00
4756,MSH01-32-Blue,41,£1845.00
4757,MS11-M-Yellow,24,£432.00
4758,WH06-S-Pink,45,£1305.00
4759,WH06-XS-Purple,47,£1081.00
4760,MJ12-S-Orange,1,£41.00
4761,MH09-L-Red,6,£144.00
4762,MP10-32-Black,42,£1512.00
4763,MP06-33-Green,7,£350.00
4764,MJ01-XS-Red,42,£1848.00
4765,MH11-XL-White,41,£820.00
4766,MS02-XL-Blue,12,£228.00
4767,MSH11-34-Blue,9,£306.00
4768,MP05-34-Green,42,£1848.00
4769,WH09-L-Red,47,£987.00
4770,MS05-XL-Blue,29,£638.00
4771,MS10-S-Red,40,£800.00
4772,MP09-36-Red,32,£1184.00
4773,MJ01-L-Yellow,46,£2162.00
4774,MP03-32-Green,48,£2496.00
4775,MS01-XL-Black,28,£280.00
4776,MP03-36-Red,16,£608.00
4777,MS05-M-Black,4,£44.00
4778,MP03-33-Blue,4,£200.00
4779,WH02-XS-Orange,14,£532.00
4780,MH07-L-Gray,47,£1786.00
4781,MP12-34-Red,26,£1092.00
4782,MSH08-34-Blue,24,£624.00
4783,MH02-XL-Red,21,£882.00
4784,MP09-33-Blue,50,£1700.00
4785,MS07-S-Pink,26,£130.00
4786,MH09-XL-Red,38,£1520.00
4787,MS05-S-Pink,46,£230.00
4788,MJ09-XS-White,24,£1296.00
4789,MSH06-33-Red,12,£444.00
4790,MSH03-36-Black,23,£851.00
4791,MSH03-32-Pink,11,£429.00
4792,MP02-33-Red,26,£1300.00
4793,MP07-34-Purple,35,£1470.00
4794,MJ10-S-Red,38,£2242.00
4795,MJ07-M-Black,23,£1449.00
4796,MT04-L-Blue,20,£340.00
4797,MP02-36-Gray,16,£784.00
4798,MP05-33-Blue,36,£1980.00
4799,WH09-M-Green,43,£946.00
4800,MJ03-S-Black,43,£2752.00
4801,MS10-XS-Black,20,£260.00
4802,WH08-S-White,7,£224.00
4803,MJ06-L-Green,37,£2220.00
4804,MJ09-M-Yellow,19,£855.00
4805,MH09-XL-Red,8,£216.00
4806,MJ02-S-Red,20,£1180.00
4807,MJ09-XS-Blue,33,£1320.00
4808,MJ01-XS-Orange,33,£2013.00
4809,MT07-XL-Gray,31,£713.00
4810,MT08-XL-Green,32,£544.00
4811,MSH12-34-Gray,11,£297.00
4812,MH08-S-Brown,24,£696.00
4813,MS07-XL-Black,29,£232.00
4814,MSH06-33-Gray,37,£1443.00
4815,WH08-S-Pink,3,£63.00
4816,MH06-XS-Purple,33,£1023.00
4817,MJ11-XL-Red,21,£1071.00
4818,MJ03-XL-Green,1,£55.00
4819,WH01-XL-Purple,36,£1512.00
4820,MH11-M-White,38,£988.00
4821,MP10-36-Green,37,£1850.00
4822,MJ10-L-Black,16,£1040.00
4823,MS08-XS-Black,45,£990.00
4824,MH04-XL-White,30,£1050.00
4825,MS09-S-Blue,37,£555.00
4826,MS11-S-Pink,12,£264.00
4827,WH03-XS-Green,45,£1440.00
4828,MT03-S-Pink,23,£460.00
4829,WH07-XL-White,13,£377.00
4830,MP02-34-Gray,49,£1960.00
4831,WH08-M-White,41,£1599.00
4832,MT01-L-Orange,25,£625.00
4833,MS08-S-Black,36,£468.00
4834,MS07-XS-White,36,£720.00
4835,MH06-L-Purple,4,£120.00
4836,MS07-M-Black,8,£128.00
4837,MT05-S-Pink,44,£880.00
4838,MH12-XS-Red,36,£1476.00
4839,MSH01-33-Black,19,£855.00
4840,WH05-XS-Purple,38,£874.00
4841,MP01-32-Gray,26,£884.00
4842,MS12-S-Red,20,£480.00
4843,MJ11-XL-Red,40,£2360.00
4844,MP09-32-Black,50,£2450.00
4845,MSH06-32-Pink,4,£124.00
4846,MSH10-36-Green,41,£1681.00
4847,WH09-S-Pink,22,£726.00
4848,MS06-M-Yellow,19,£171.00
4849,MT04-M-Blue,35,£805.00
4850,MT02-XL-Gray,43,£860.00
4851,MP02-32-Gray,36,£1620.00
4852,MSH02-33-Black,49,£1764.00
4853,WH02-XL-Green,46,£1196.00
4854,MSH09-34-Green,4,£136.00
4855,WH08-S-White,48,£1824.00
4856,WH04-L-Blue,22,£440.00
4857,WH02-S-Blue,21,£756.00
4858,MH06-M-Black,17,£748.00
4859,MJ11-XL-Green,19,£1121.00
4860,MT03-L-Blue,6,£108.00
4861,MS02-XS-Blue,38,£950.00
4862,MP11-34-Blue,7,£252.00
4863,WH07-M-Purple,39,£1170.00
4864,WH05-XL-Orange,32,£928.00
4865,MS04-L-Black,29,£667.00
4866,MH13-XS-Green,31,£1395.00
4867,MS05-L-Black,47,£799.00
4868,MJ02-S-Orange,40,£1600.00
4869,MH08-M-Red,13,£520.00
4870,WB05-S-Purple,38,£950.00
4871,MJ07-XL-Yellow,8,£496.00
4872,MS10-XL-Blue,46,£966.00
4873,WB03-M-Yellow,3,£57.00
4874,MT09-XS-Blue,4,£60.00
4875,MH02-XS-Black,7,£140.00
4876,MP11-36-Blue,27,£918.00
4877,MJ07-M-Black,4,£252.00
4878,MSH05-32-Gray,19,£513.00
4879,MP07-36-Black,42,£2142.00
4880,MH09-S-Red,8,£344.00
4881,MH08-S-Red,44,£1188.00
4882,MS04-XL-Orange,12,£84.00
4883,WB04-M-Yellow,24,£360.00
4884,MT01-S-Pink,40,£720.00
4885,WB02-XL-Yellow,25,£350.00
4886,MJ12-S-Black,26,£1560.00
4887,MS11-L-Yellow,4,£56.00
4888,MH12-XS-Green,23,£483.00
4889,MT01-XS-Red,42,£630.00
4890,MJ03-S-Pink,17,£731.00
4891,WH03-M-Green,12,£336.00
4892,MSH05-36-Black,47,£1551.00
4893,MP03-32-Blue,43,£1462.00
4894,MS11-S-Green,49,£1078.00
4895,MT01-M-Gray,14,£336.00
4896,MJ10-XS-Red,44,£1980.00
4897,MT02-M-White,43,£1032.00
4898,MSH07-36-Black,18,£558.00
4899,MSH12-33-Black,3,£105.00
4900,MP08-33-Red,50,£1500.00
4901,MS12-L-Blue,45,£540.00
4902,MP01-32-Gray,44,£1760.00
4903,MJ12-L-Blue,9,£405.00
4904,MH01-M-Black,45,£1755.00
4905,MP04-34-Green,24,£1104.00
4906,MT04-S-Blue,35,£875.00
4907,MJ07-XS-Yellow,47,£1927.00
4908,MSH03-36-Green,10,£400.00
4909,MP11-36-Brown,23,£1058.00
4910,MS09-XL-Blue,8,£128.00
4911,MH01-XS-Black,40,£1400.00
4912,MJ01-XS-Yellow,30,£1890.00
4913,MS11-XL-Yellow,23,£575.00
4914,MSH09-34-Green,11,£473.00
4915,WH01-XS-Green,46,£1472.00
4916,MH10-L-Black,2,£54.00
4917,MS11-XL-Blue,11,£110.00
4918,MH07-M-Black,27,£1134.00
4919,MS12-L-Blue,3,£66.00
4920,MH11-S-Pink,2,£86.00
4921,WH06-XS-Purple,28,£756.00
4922,MJ09-XS-Blue,45,£2295.00
4923,MH03-S-Green,11,£495.00
4924,WB02-XS-Orange,49,£1127.00
4925,MH04-XS-Green,48,£1872.00
4926,MH03-XS-Green,49,£1813.00
4927,MS10-S-Blue,39,£819.00
4928,WB03-L-Yellow,21,£546.00
4929,MS12-XS-Blue,12,£60.00
4930,WH07-M-Gray,33,£1287.00
4931,MS03-XS-Orange,7,£84.00
4932,WB04-XS-Yellow,33,£891.00
4933,WB02-XL-Yellow,21,£546.00
4934,MS08-XL-Black,41,£820.00
4935,WH01-XS-Purple,22,£726.00
4936,MH13-M-Blue,4,£160.00
4937,MT03-XL-Red,20,£440.00
4938,WB03-XS-Green,13,£221.00
4939,WH08-XL-Orange,29,£1305.00
4940,MH02-XL-Purple,33,£1485.00
4941,MS06-XL-Blue,41,£533.00
4942,MS11-XS-Green,50,£400.00
4943,WH04-XL-Purple,42,£1596.00
4944,MS01-S-Black,31,£372.00
4945,WH01-XL-Orange,22,£814.00
4946,MSH08-32-Blue,18,£594.00
4947,MP05-33-Green,28,£1036.00
4948,MS06-M-Blue,34,£476.00
4949,MJ07-XS-Black,36,£2340.00
4950,MH06-S-Blue,13,£351.00
4951,MH08-XL-Brown,8,£264.00
4952,MJ11-M-Green,39,£2535.00
4953,WH05-S-White,4,£120.00
4954,MP03-36-Green,24,£1008.00
4955,MJ08-XS-Blue,17,£748.00
4956,MS06-S-Blue,31,£620.00
4957,MP05-36-Blue,47,£1927.00
4958,MS03-XS-Gray,27,£648.00
4959,WB05-S-Orange,16,£288.00
4960,MJ11-S-Black,40,£2200.00
4961,MP01-32-Gray,15,£540.00
4962,MJ07-S-Pink,22,£1100.00
4963,MH09-M-Blue,41,£943.00
4964,WB03-XS-Yellow,25,£725.00
4965,MS02-XS-Black,36,£288.00
4966,MSH07-36-Blue,8,£248.00
4967,MP02-32-Red,34,£1598.00
4968,MH11-M-Orange,10,£320.00
4969,MP02-32-Pink,46,£2162.00
4970,MS01-M-Black,33,£330.00
4971,MP05-33-Blue,43,£1677.00
4972,MS02-XS-Blue,21,£420.00
4973,MH06-XL-Black,6,£186.00
4974,MT02-M-Gray,46,£966.00
4975,MT02-XS-White,50,£1250.00
4976,MS11-L-Yellow,8,£144.00
4977,WH03-XL-Purple,13,£377.00
4978,MH06-S-Red,4,£132.00
